id,text,date,title,subtitle,class,category,requirements,participate,level,gov
gov_137,"Социальный контракт на ведение предпринимательской деятельности или на ведение личного подсобного хозяйства заключается как правило на год. Составляется бизнес-план, на его выполнение гражданин получает выплату от государства.    В связи с мобилизацией у гражданина не будет возможности продолжать эту деятельность. В этом случае органы социальной защиты могут приостановить действие социального контракта (например, если он только что заключен) или прекратить его по уважительным причинам. Все произведенные государством выплаты остаются у гражданина и могут быть использованы, например, членами его семьи для продолжения деятельности.",Действует  ,Исполнение социального контракта,Приостановка на период службы по мобилизации,Business,Regulation,"Обратиться в орган соцзащиты, с которым заключен социальный контракт, и предоставить документы, подтверждающие мобилизацию (справку/повестку).",0,Федеральный,0
gov_138,"Вводится в отношении ФЛ, ИП, ЮЛ (в которых мобилизованный гражданин на дату призыва является единственным учредителем и одновременно руководителем), в том числе: - на срок службы и три месяца вводится мораторий на налоговые санкции; - на период военной службы по мобилизации и до 28 числа третьего месяца после ее завершения приостановлены выездные проверки; - на период военной службы по мобилизации и до 28 числа третьего месяца после ее завершения не проводятся мероприятия налогового контроля в отношении проверяемого лица в рамках камеральных проверок налоговой отчетности; - на период военной службы по мобилизации и до 28 числа третьего месяца после ее завершения приостановлены мероприятия налогового контроля.",Действует  ,Мораторий на контрольные мероприятия,"Налоговые санкции, выездные проверки, налоговый контроль",Business,Taxes,"Мобилизованные лица, определяютсяна основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнениямобилизованного лица с военной службы по основаниям, установленным  .",Автоматически.,Федеральный,0
gov_139,"На период прохождения военной службы и до 28-го числа третьего месяца, следующего за месяцем окончания мобилизации или увольнения мобилизованного с военной службы, индивидуальные предприниматели, а также организации, в которых мобилизован единственный учредитель и руководитель в одном лице, освобождены от представления обязательной статистической отчётности. Информация о субъектах предпринимательства будет направляться в Росстат Федеральной налоговой службой.",Действует  ,Освобождение от статистической отчётности,Мера позволит мобилизованным предпринимателям избежать штрафов за непредставление отчётности,Business,Regulation,"Мобилизованные лица, определяются на основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнения мобилизованного лица с военной службы по основаниям, установленным  .",Автоматически.,Федеральный,http://government.ru/docs/47543/
gov_140,"Индивидуальные предприниматели могут оформить отсрочку по платежам, то есть не платить взносы по кредиту в течение определенного времени. Отсрочка предоставляется по заявлению гражданина на весь период мобилизации, увеличенный на 30 дней. Если после демобилизации гражданин проходит лечение в госпитале, то отсрочка будет продлена на это время. В период отсрочки платежей по кредитам и займам на предпринимательские цели проценты по долгу продолжают начисляться по ставке, обозначенной в договоре. Во время действия отсрочки можно вносить посильные платежи для снижения суммы долга. Каникулы могут оформить:",Действует  ,Отсрочка платежей по кредитам для ИП,Освобождение от уплаты взносов по кредиту,Business,Finance,"Обратиться с заявлением в кредитную организацию, с которой заключен договор. Это можно сделать по телефону банка или любым другим способом, который указан в договоре. Например, по обычной или электронной почте. Подать заявку может также представитель предпринимателя (управляющий по доверенности).",0,Федеральный,https://cbr.ru/Crosscut/LawActs/File/6020; http://government.ru/docs/all/143464/
gov_141,"Отсрочка по платежам предусмотрена для обществ с ограниченной ответственностью, где единственный владелец одновременно является и генеральным директором. В течение кредитных каникул заемщик вправе не вносить платежи по договору. Получателями могут быть:        добровольцы (лица, заключившие контракты о добровольном содействии в выполнении задач, возложенных на Вооруженные силы).",Действует  ,Отсрочка платежей по кредитам для ООО,Если призванный на службу единственный владелец является и гендиректором,Business,Finance,Единственный владелец ООО одновременно является и генеральным директором.,"Обратиться в кредитную организацию, с которой заключен договор. Нужно подтвердить фактическое осуществление деятельности, предоставив не «нулевую» бухгалтерскую отчетность за прошедший год.",Федеральный,http://government.ru/docs/all/143718/
gov_142,"Предприниматели, призванные по мобилизации или ставшие добровольцами, смогут отсрочить оплату аренды объектов, которые относятся к государственному имуществу. Также они получат возможность без каких-либо штрафов расторгнуть договоры аренды с государственными собственниками. Рекомендации поступать таким образом направлены и в адрес муниципальных образований. В связи с неиспользованием арендуемого по договору имущества коммунальные платежи за арендованные у государства нежилые помещения вместо мобилизованного внесет Росимущество.",Действует  ,Отсрочка по уплате арендных платежей,Для объектов государственного имущества,Business,Finance,Отправить заявление на расторжение договора или получение отсрочки по адресу pomogimsp@rosim.gov.ru.,0,Федеральный,http://government.ru/news/46808/
gov_143,"Для самозанятого ФЛ или ИП на последнее число включительно четвертого месяца, следующего за месяцем окончания периода военной службы по мобилизации, перенесены сроки представления в налоговые органы уведомлений о прекращении применения упрощенной системы налогообложения, системы налогообложения для сельскохозяйственных товаропроизводителей (при получении статуса самозанятого предпринимателя, ранее применявшего указанные режимы) и уведомлений о переходе на указанные режимы налогообложения (при утрате статуса самозанятого).",Действует  ,Перенос срока предоставления уведомлений для самозанятых,На срок службы и 4 месяца,Business,Taxes,"Мобилизованные лица, определяютсяна основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнения мобилизованного лица с военной службы по основаниям, установленным  .",Автоматически.,Федеральный,0
gov_144,"На период военной службы по мобилизации и до 28 числа третьего месяца после ее завершения приостанавливается проведение и назначение налоговыми органами проверок соблюдения валютного законодательства Российской Федерации ФЛ, ИП, ЮЛ (в которых мобилизованный гражданин на дату призыва является единственным учредителем и одновременно руководителем).",Действует  ,Приостановка мероприятий валютного контроля,Если мобилизованный гражданин является единственным учредителем и одновременно руководителем компании,Business,Taxes,"Мобилизованные лица, определяютсяна основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнения мобилизованного лица с военной службы по основаниям, установленным  .",Автоматически.,Федеральный,0
gov_145,"Правительством принято решение автоматически продлевать отдельные разрешения, например, аттестацию оценщиков, аккредитацию специалистов на осуществление фармацевтической и медицинской деятельности и ряд других разрешений для мобилизованных граждан, если срок действия документов истекает в период прохождения службы. Граждане смогут по возвращении продолжить работу.  Мера поддержки доступна:",Действует  ,Продление документов и лицензий на ведение бизнеса,При мобилизации гражданина происходит автоматически,Business,Regulation,"Мера касается  , для которых необходимы разрешения. Среди них – разрешения в сферах перевозок, гидрометеорологии, образования, туризма и других.",Автоматически.,Федеральный,http://government.ru/news/46809/
gov_146,"Для ФЛ, ИП, ЮЛ (в которых мобилизованный гражданин на дату призыва является единственным учредителем и одновременно руководителем) до последнего числа третьего месяца, следующего за месяцем окончания периода частичной мобилизации, переносятся сроки: представления отчетов о движении денежных средств и иных финансовых активов по счетам (вкладам) в банках и иных организациях финансового рынка, расположенных за пределами территории Российской Федерации, и о переводах денежных средств без открытия банковского счета с использованием электронных средств платежа;     представления уведомлений об открытии (закрытии) счетов (вкладов) и об изменении реквизитов счетов (вкладов) в расположенных за пределами территории Российской Федерации банках и иных организациях финансового рынка.",Действует  ,Продление срока предоставления отчётов валютного контроля,0,Business,Taxes,"Мобилизованные лица, определяютсяна основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнения мобилизованного лица с военной службы по основаниям, установленным  .",Все сроки по уплате налогов и представлению отчетности для мобилизованных граждан (и их бизнеса) переносятся автоматически без представления заявления.,Федеральный,0
gov_147,"Для ФЛ, ИП, ЮЛ (в которых мобилизованный гражданин на дату призыва является единственным учредителем и одновременно руководителем) на период военной службы по мобилизации и до 25 числа третьего месяца после ее завершения включительно, продлены сроки предоставления: налоговых деклараций (кроме деклараций по НДС); налоговых расчетов о выплаченных иностранным организациям доходах и удержанных налогах; расчетов сумм НДФЛ, исчисленных и удержанных налоговыми агентами; расчетов по авансовым платежам;",Действует  ,Продление срока представления деклараций,На весь период службы и ещё 3 месяца,Business,Taxes,"Мобилизованные лица, определяютсяна основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнения мобилизованного лица с военной службы по основаниям, установленным  .",Автоматически.,Федеральный,0
gov_148,"Для ФЛ, ИП, ЮЛ (в которых мобилизованный гражданин на дату призыва является единственным учредителем и одновременно руководителем) на период военной службы по мобилизации и до 28 числа третьего месяца после ее завершения включительно, продлены сроки уплаты: налогов (кроме НДФЛ, который уплачивает налоговый агент, и налога на прибыль организаций, удержанного у источника выплаты дохода); сборов (за исключением государственной пошлины и сбора за пользование объектами животного мира); страховых взносов (в том числе фиксированных на обязательное пенсионное страхование и обязательное медицинское страхование); страховых взносов на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний, которые приходятся на указанный период.",Действует  ,Продление сроков уплаты налогов,"Уплата налогов, сборов, страховых взносов продлевается на срок службы и 3 месяца",Business,Taxes,"Мобилизованные лица, определяютсяна основании сведений, представляемых Министерством обороны Российской Федерации в ФНС России не реже чем один раз в 7 календарных дней, в том числе сведений о дате получения мобилизованным лицом статуса военнослужащего в период действия частичной мобилизации в соответствии с  и дате увольнения мобилизованного лица с военной службы по основаниям, установленным  .",Все сроки по уплате налогов и представлению отчетности для мобилизованных граждан (и их бизнеса) переносятся автоматически без представления заявления.,Федеральный,0
gov_149,"Сервисы на портале госуслуг по вопросам частичной мобилизации: «Стать добровольцем» – для тех, кто добровольно готов принять участие в специальной военной операции. Второй сервис позволяет подать жалобу через портал госуслуг в случае возможной ошибки при частичной мобилизации. Все заявки поступают в региональные призывные комиссии, статус их отработки отслеживается и контролируется. .    .",Действует  ,Информирование граждан по вопросам частичной мобилизации,0,System,General,0,0,Федеральный,0
sber_01,"В связи с актуальностью рисков утраты урожая (особенно для полевых культур, в частности, зерновых, масличных или технических) или многолетних насаждений (плодовых кустарников и деревьев) вследствие воздействия опасных природных явлений и пожаров, страхование с государственной поддержкой осуществляется по целому ряду сельскохозяйственных культур (зерновые, зернобобовые, бахчевые культуры, картофель, овощи и т.д.). Полный перечень объектов сельскохозяйственного страхования на 2023 год приведен в Приказе Минсельхоза России от 9 августа 2022 г. № 507",Действует  ,Сельскохозяйственное страхование с государственной поддержкой,Программа страхования урожая,Business,Regulation,Сельхозтоваропроизводитель или переработчик продукции АПК Осуществляет деятельность в одной из приоритетных отраслей АПК Подробные условия программы размещены на сайте Минсельхоза России,"Инвестиционные цели, пополнение оборотных средств, рефинансирование ранее выданных кредитов - до 30 календарных дней",Федеральный,https://base.garant.ru/12188234/
sber_02,0,Действует  ,Льгота по НДС для отечественного программного обеспечения (ПО),"Освобождение от НДС программ, включенных в реестр «Отечественного ПО»",System,Taxes,"Освобождение от НДС услуг по передаче прав на ПО применяется с момента включения программ и баз данных в единый реестр российских программ для ЭВМ и баз данных Освобождение от НДС не распространяется на реализацию прав на ПО и базы данных, используемые для функционирования «торговых площадок» в Интернете (для «организации продажи товаров дистанционным способом»)",0,Федеральный,https://www.consultant.ru/document/cons_doc_LAW_28165/c8ebcedc9ddce9d959d6c520c3b0d602f71e8e12/
sber_03,0,Действует  ,Льгота по налогу на прибыль и страховым взносам для ИТ-компаний,"Пониженные ставки налога на прибыль и страховых взносов для российских организаций, осуществляющих деятельность в области информационных технологий",System,Taxes,Получение государственной аккредитации в качестве ИТ-Компании,0,Федеральный,https://www.consultant.ru/document/cons_doc_LAW_28165/eb9180fc785448d58fe76ef323fb67d1832b9363/
sber_04,"Нулевая ставка по НДС устанавливается с 01.07.2022 для гостиниц и иных форм размещения на услуги по предоставлению мест временного проживания: – для действующих до 30 июня 2027 г. включительно; – для новых до истечения 20 последовательных налоговых периодов, следующих за налоговым периодом, в котором объект введен в эксплуатацию и включен в реестр объектов туристской индустрии В отношении услуг по предоставлению в аренду вновь введенных с 1 января 2022 года объектов туристской индустрии и включенных в реестр объектов туриндустрии до истечения 20 последовательных налоговых периодов, следующих за налоговым периодом, в котором объект введен в эксплуатацию и включен в реестр объектов туристской индустрии",Действует  ,0% НДС для гостинично-туристического бизнеса,Для юридических лиц и индивидуальных предпринимателей,System,Taxes,0,"Для действующих – при условии представления в налоговые органы отчета о доходах от оказания услуг по предоставлению мест для временного проживания Для новых – дополнительно представляется документ (его копия), подтверждающий ввод объекта туристской индустрии в эксплуатацию В отношении услуг по предоставлению в аренду объектов туристкой индустрии – документ (его копия), подтверждающий ввод объекта туристкой индустрии в эксплуатацию и договор (копия договора) на оказание услуг по предоставлению в аренду или пользование на ином праве объекта туристкой индустрии",Федеральный,http://publication.pravo.gov.ru/Document/View/0001202203260011
sber_05,"Фонд содействия инновациям осуществляет грантовую поддержку небольших компаний на реализацию новых продуктов, сервисов и платформенных решений на базе цифровых технологий",Действует  ,Гранты на ИТ-проекты для российских компаний,Грантовая поддержка от Фонда содействия развитию малых форм предприятий в научно-технической сфере (Фонд содействия инновациям),Business,Finance,0,"Подробная информация об условиях конкурсов, порядке участия и старта приема заявок размещается на сайте Фонда содействия инновациям fasie.ru",Федеральный,https://base.garant.ru/72237252/
sber_06,"Является субъектом малого и среднего предпринимательства (далее – Субъект МСП) в соответствии с Федеральным законом от 24.07.2007 № 209-ФЗ «О развитии малого и среднего предпринимательства в Российской Федерации» и не относится к Субъектам МСП, указанным в части 3 и 4 статьи 14 209-ФЗ Является налогоплательщиком на территории города Москвы Доступно для компаний, осуществляющих деятельность в приоритетных отраслях (Приказ Департамента предпринимательства и инновационного развития города Москвы от 14 декабря 2023 г. № П-18-12-406/23)",Действует  ,Программа льготного факторинга города Москвы,Для субъектов малого и среднего предпринимательства,Business,Finance,0,0,Региональный,https://sberfactoring.ru/stocks/subsidirovanie/?utm_source=sber_gos-program
sber_07,– Подбор подходящих грантов и субсидий – Поиск новых каналов привлечения клиентов – Разработка дорожной карты бизнеса – Подбор госзакупок 44-ФЗ/223-ФЗ – Помощь в запуске рекламной кампании и другие меры поддержки,Действует  ,Налоговые льготы для региональных инвестиционных проектов г. Москвы,"Для организаций, зарегистрированных и осуществляющих производство на территории г. Москвы",System,Taxes,"Организация зарегистрирована и реализует проект на территории города Москвы, а также не имеет обособленных подразделений за ее пределами Наличие статуса участника инновационного кластера на территории города Москвы Организация не применяет специальных налоговых режимов и не является участником консолидированной группы налогоплательщиков Не является резидентом особой экономической зоны любого типа или территории опережающего развития Организация ранее не была участником регионального инвестиционного проекта (далее РИП) и не является участником (правопреемником участника) иного реализуемого РИП Отсутствие задолженности по налогам, сборам и иным обязательным платежам в федеральный бюджет, бюджет города Москвы, местные бюджеты в размере, превышающем 100 тысяч рублей Отсутствие задолженности по арендной плате за земельные участки, принадлежащие на праве собственности городу Москве и используемые в ходе реализации инвестиционного проекта, претендующего на присвоение статуса Наличие финансовых ресурсов (собственных или привлеченных) в размере не менее 50% от объема инвестиций, указанного в заявлении на присвоение статуса РИП",Для включения в реестр инвестиционных приоритетных проектов г. Москвы необходимо подать заявление в электронном виде на портале https://investmoscow.ru/business/one-window-support-of-investment-projects,Региональный,https://www.consultant.ru/document/cons_doc_LAW_28165/eb9180fc785448d58fe76ef323fb67d1832b9363/
sber_08,0,Действует  ,Комплексная поддержка бизнеса в Москве,Для юридических лиц и индивидуальных предпринимателей,Business,General,0,Платформа mbm.mos.ru содержит перечень мер поддержки бизнеса на всех его этапах развития на территории г. Москвы,Региональный,https://mbm.mos.ru/article/mery-podderzhki-malogo-biznesa-ot-a-do-ya_7904083?utm_source=partners&utm_medium=kross&utm_campaign=sber_constructor
sber_09,0,Действует  ,Грант на сезонное или тематическое оформление нежилого объекта,Программа поддержки бизнеса от Правительства Москвы,Business,General,"Юридическое лицо или индивидуальный предприниматель, осуществляющий деятельность на территории г. Москвы Продолжительность регистрации не менее 12-х месяцев до дня подачи заявки Наличие права собственности/пользования в отношении объекта Отсутствие налоговой задолженности более 30 тысяч рублей Среднемесячный размер заработной платы работников у организации/ИП за 2023 год составляет не менее размера среднемесячной заработной платы по городу Москве",Срок приема заявок – до 20 декабря 2024 г. в электронном виде через сайт Московского инновационного кластера (МИК) i.moscow,Региональный,https://i.moscow/urban/grant100?utm_source=sberbank&utm_medium=site&utm_campaign=grant100
sber_10,0,Действует  ,Программа поддержки локальных брендов «Сделано в Москве»,Для московских компаний и ИП,Business,General,Регистрация бизнеса на территории города Москвы не менее 6 месяцев Производство или часть производственного цикла товаров на территории города Москвы,Заявка на участие принимается в электронном виде на https://бизнес.сделановмоскве.рф/,Региональный,https://xn--90aifd0az.xn--80aeaffd7aflilc4aj.xn--p1ai/?utm_source=sberbusiness&utm_medium=free-partner&utm_campaign=gos_podderzhka&utm_content=banner_30-05-2023
sber_11,"Московский экспортный центр (МЭЦ) осуществляет поддержку предпринимателей г. Москвы и помогает развивать бизнес на зарубежных рынках. На портале МЭЦ доступно более 30 сервисов для экспортеров: акселерационные программы, выставки и бизнес-миссии, онлайн-экспорт, образование",Действует  ,Программы поддержки бизнеса Москвы на внешних рынках,Для московских компаний и ИП,Business,General,Субъект малого и среднего предпринимательства в соответствии с Федеральным законом от 24.07.2007 № 209-ФЗ «О развитии малого и среднего предпринимательства в Российской Федерации» Регистрация бизнеса на территории города Москвы,0,Региональный,https://www.moscow-export.com/
sber_12,0,Действует  ,Программа поддержки Московского Фонда поддержки промышленности и предпринимательства (МФППиП),Для промышленных предприятий,Business,General,"Субъекты промышленности, осуществляющие экономическую деятельность, относящуюся к обрабатывающему производству в соответствии с Общероссийским классификатором видов экономической деятельности (ОКВЭД с 10 – 32)","После заключения нового кредитного договора или при наличие действующего организации необходимо подать заявку в МФППиП Фонд рассматривает заявку в течение 5 рабочих дней При положительном решении Фонд заключает договор с организацией о компенсации Ежемесячно на счет организации в банке, где открыт кредит, или лизинговую организацию перечисляются средства Фонд осуществляет проверки соблюдения условий предоставления финансовой поддержки",Региональный,https://mfppp.ru/compensation/promyshlennye-predpriyatiya/
sber_13,0,Действует  ,Программа поддержки Московского Фонда поддержки промышленности и предпринимательства (МФППиП),"Для юридических лиц, реализующих проекты по развитию физической культуры и спорта",Business,General,"Юридические лица, являющиеся некоммерческими организациями, акционерными обществами и обществами с ограниченной ответственностью, реализующим инвестиционные проекты по созданию объектов, предназначенных для обеспечения занятий физической культурой, спортом, в том числе помещений вспомогательного назначения, включая технологическое подключение указанных объектов к инженерным сетям, в целях развития инфраструктуры физической культуры и спорта на территории города Москвы","После заключения нового кредитного договора или при наличие действующего организации необходимо подать заявку в МФППиП Фонд рассматривает заявку в течение 5 рабочих дней При положительном решении Фонд заключает договор с организацией о компенсации Ежемесячно на счет организации в банке, где открыт кредит, или лизинговую организацию перечисляются средства Фонд осуществляет проверки соблюдения условий предоставления финансовой поддержки",Региональный,https://mfppp.ru/compensation/sport/
sber_14,"Обеспечение сбалансированного и устойчивого развития города Создание необходимых условий для развития транспортной, социальной, инженерной инфраструктур, благоустройства территорий города Повышение эффективности использования территорий города, в том числе формирование комфортной городской среды, создание мест обслуживания и мест приложения труда Создание условий для привлечения внебюджетных источников финансирования, обновления застроенных территорий",Действует  ,Программа Комплексного развития территорий в городе Москвы,Для юридических лиц,System,Regulation,0,0,Региональный,https://www.mos.ru/authority/documents/doc/46190220/
sber_15,0,Действует  ,Программа «Земля за 1 рубль» для строительства промышленных объектов,Для московских предприятий,Business,Regulation,В течение 9 месяцев инвестору необходимо получить положительное заключение экспертизы проекта В течение 15 месяцев инвестору необходимо получить разрешение на строительство,Для получения поддержки необходимо подать заявку в электронном виде через портал https://www.mos.ru/ или инвестиционной портал https://investmoscow.ru,Региональный,https://www.mos.ru/depr/documents/view/269724220/
